ID;Revier (Nummer);Stamm-Standortformengruppe;Feinbodenform (Kürzel);Feinbodenform;Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005) (Kürzel);Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005);Art der Feinbodenform;natürliche Grund-/ Stauwasserstufe;Feinheiten der Körnung im Oberboden;Feinheiten der Körnung im übrigen Profil;Kalktiefe [m];Mächtigkeit der organischen Auflage [cm];Mächtigkeit des Ah-Horizontes [cm];Flächengröße [ha]
428;003035;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;17,30186763
11;003031;A2;KdS;Kersdorfer Sand-Ranker;RQ: s;Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,2082669
147;003032;Z2;TeSh;Teschendorfer Sand-Rumpfrosterde;eBB: s;Erodierte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;3,73422373
169;003038;NM1;SuSU3;Summter Sand-Graugley;GG: s;Gley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;4,39529693
209;003032;Z1;MuSB5;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;7,23327392
4566;002022;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;8,91290542
80;003032;M2;HdSB7;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;8,7814086
214;003032;M1;HdSB5;Hennigsdorfer Sand-Braungley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;2,22571339
216;003032;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;5,23869379
248;003032;M2;HdSB7;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;4,81018658
4567;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;22,85949865
4516;001013;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;24,18026718
4517;001013;A1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,82396898
289;003032;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,90463922
278;003032;Z2;Soh;Sonderstandort - Anhydromorphe Spülfelder;-;-;-; ; ; ; ; ; ;0,60957712
326;003033;A3;KdS tr;Kersdorfer Sand-Ranker, relieftrocken;RQ: s;Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;14,66488475
4570;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;13,90994058
4572;002022;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;10,49860086
4573;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;74,44388218
4518;001013;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;46,91290921
4519;001013;R3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;24,03697719
4584;002023;OM4;-;nicht kartiert;-;-; ; ; ; ; ; ; ;3,50167681
4585;002023;OZ2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,53969422
395;003033;R2;SüS;Salzmündener Kalkklocksand-Kolluvialerde;g.rGGh: es;Vergleyter reliktischer Humusgley aus Carbonatsand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">lS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">lS</a>";oberhalb 0,4m; ; ;3,77218783
135;003031;OK3;M.K3;Moor, kräftig;KV: Hn;Erdniedermoor aus Niedermoortorf;organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";>3m oder frei;>80cm; ;0,99023954
414;003034;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;48,61466716
101;003032;M2;HdSB7;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;16,65579299
4587;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,81896041
14;003031;OM2;M.M2;Moor, mäßig nährstoffhaltig;HN: Hn;Niedermoor aus Niedermoortorf;organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";>3m oder frei;>80cm; ;0,76071831
137;003031;NM2;SuSU4;Summter Sand-Graugley;GG-rGG: s;Gley-Reliktgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;1,23050251
217;003032;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;5,02460826
170;003039;Z2;BäS6;Bärenthorener Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;15,31857203
3798;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,70190555
3799;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,79719668
3801;002022;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,0938872
3803;002022;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,59093552
3805;002022;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,16080419
3690;002023;OM4;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,70426817
3692;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,844343
3694;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,13003267
155;003032;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;3,99870573
227;003032;M1;SzS;Schweinitzer Klocksand-Kolluvialerde;gYK: s;Vergleyter Kolluvisol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+almfS</a>";>3m oder frei; ; ;0,52321622
3770;002022;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,22948924
3772;002023;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,18354754
3773;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,58834303
3775;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,47587812
3806;002022;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,00933143
3886;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,20025399
3888;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,67505744
3890;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,4734816
3891;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,09238422
3893;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,07034184
419;003034;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;10,56240724
421;003034;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;25,49004139
3695;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,14424485
3827;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,56083117
3829;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,73299917
3830;002023;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,59361408
3777;002023;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,12535243
3863;002024;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;21,69506412
3865;002021;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,08729125
3959;002025;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,21797392
3961;002025;NM2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,44351163
3962;002025;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,37349933
3963;002025;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,89647724
3965;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,53826459
3967;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,65720785
195;003038;A2;BlS;Blankenfelder Rieselschubsand;lBB: s;Lessivierte Braunerde aus Sand;-; ; ; ; ; ; ;3,79725728
3832;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,6761072
3916;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,92166447
3918;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;21,18666942
3867;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,06132374
4004;002024;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,18740285
4005;002024;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,37737611
4006;002024;ÜR2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;3,07312764
3968;002025;ÜR2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,66418926
3666;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,1090818
3667;002022;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,25347081
3669;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,07370074
3671;002023;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,06234296
266;003032;M3;LwS;Lienewitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;4,11587418
3919;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,76132465
3580;002024;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;6,35912291
3582;002024;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,06636524
4007;002024;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,31174066
3632;002022;OM4;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,01905955
3634;002022;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,14016921
3636;002021;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,4808649
3637;002021;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,73043722
3673;002023;OM4;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,221244
3808;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;3,86441159
3810;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,12509633
346;003033;Z2;WxS;Wilhelmshagener Staubsand-Saumpodsol;PP-RQ: s;Podsol-Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">stbS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">stbS</a>";>3m oder frei; ; ;8,07615776
402;004043;Z2;HbS;Hobrechtsfelder Rieselschubsand;-;-;-; ; ; ; ; ; ;18,81639204
3584;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,24870042
3696;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,17174205
3698;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,18362025
3699;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,32788114
3701;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,16901225
3702;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,11487688
3638;002021;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,51281903
3779;002021;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,4723654
3780;002021;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,24712714
3781;002021;OK1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,91785661
3782;002021;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,35522767
3811;002023;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,02540156
3814;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,40442075
3894;002023;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;8,2886265
3895;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,0020097
3896;002023;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,15390412
399;004043;OK2;S.MK2;Sand-Gleymoor, kräftig;HN: H/s;Niedermoor aus Torf über Sand (3-7 dm);organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">S+stbS</a>";>3m oder frei;40...80cm; ;2,86397281
743;004042;Z1;HbS5;Hobrechtsfelder Rieselschubsand;-;-;-; ; ; ; ; ; ;2,3228308
745;004042;Z2;HbS6;Hobrechtsfelder Rieselschubsand;-;-;-; ; ; ; ; ; ;1,61984523
3705;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,11132332
3834;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,68113836
